tweets,labels
wo papa ambo bra na wo se economy 🤣,Negative
yrs instalments nso ye sika ben,Positive
bestrapperafricaever bra  nana wonkwanso gy wo ✌️  sxczx,Positive
yaa bra this side wobda 😎,Neutral
wode asem beba o ei the relationship cast,Negative
ibi we boys ahhh go marry them saa ohhh,Neutral
invictus invictus nyinaa saa all be settings 😤😤,Neutral
saa fishmonger agyuma nu yagyae wae,Negative
praying chelsea will not be next if you see somebody abodwe shiiing ntm ara sa nsuo si wode uhn,Positive
woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Positive
ghana institute of journalism gij to hold akwaaba week celebrationthe student representative council src of the ghana institute of journalism gij in collaboration with the heads of the school  has organized an akwaba week celebration for freshers    sasxtk,Positive
saa ajuma fuu no dierr never again,Negative
eiii 🤣😂🤣😂 na wei nso fri henis this one of the measures put in place to solve the economic crises we are facing 😂😂😂 i cant think far,Positive
herh wadwen ay s pin what do you know about their terms huh… he’s not even fully under defjam nso you’re fooling 🤦‍♂️🤦‍♂️🤦‍♂️,Negative
bra log out 😂,No Sentiment
heat heat kpoooowaaaa sm fans nso ya montwitwi mu si kakraaa err😂,Negative
wodath nso want den,Neutral
motion happen nso o,Neutral
saa wen dat and where be dat,Neutral
the part we didnt see nkyia no de nfa bra 😂😂😂😂  sy,Neutral
i drop my momo number saa still natin comes out twsss time prove me wrong,Negative
saa mohm lol okay,Neutral
set akwaaba night for firstyear international students on your calendar and get ready  swz,Positive
season  episode  enjoy dstv akwaaba magic channel and go tv channel gbartey instagram,Positive
wodi yakyi a wabre wo kuro oop w’ahina na k wo nsuo ooi’m the king that you wanna besurely the best you would ever see 😊,Neutral
sister aba why ebririate or sɛ inebriate no ase kyerɛ sɛn 😁😁😁,Neutral
who is this elementwhere was he when proper media guys were working in the s and s gyimi kasa saa,Negative
fifa world cup  best young player enzo de fernandez akwaaba 💙👊🏾,Positive
meso saa yemi na m blame,Neutral
black rasta says efya day do drugs right hahaha 🤣🤣 very funny ebi your many way she carry do drugs anaaa masa stop this you be bra panini,Negative
ah wode where from the crying emoji …u make my heart cut,Negative
bra kojo will not come back again,Negative
akoa wei paaaa…questions bɛn nie 😂,Neutral
blakk rasta saa akoa gyimifo yi biom,Negative
don’t worry your team will soon join us we have won the champions league saa we need new trophies in our cabinet 😂,Negative
lets round it all upthe peak of the  ghiewine akwaaba week celebration is tonight‼️‼️🎊🎊🥳🥳🥳ghieakwaabawineakwaabauenrfreshers uenr,Positive
translation no nso y solid 😁,Positive
what will you gain from keeping all these songs to yourself huh bra    stcowqgrxwdlc,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sd,Neutral
bra kwaw let win today 🔥🔥,Positive
and who said pastors cant relate with things like football im a pure united fan and do like bruno but lets set records straight hes game yesterday was not up to the standard we know of him they lose the team loses u guys stop singling out players na mu p saa dodo,Negative
we have got you bra,Negative
akwaaba conference  echo of leadership is a program sprouted in unimacgij to help students grow their leadership skillsthe conference would take place in february and the management of echo of leadership have encouraged the student body to anticipate,Positive
so you’ve been attending satanic meetings ei bra nana yaw,Negative
diaspora fuor dier bibiaaaaa y phenomenal kraman nom nsuo po aa ysi phenomenal hoh,Neutral
wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,Negative
ghanaian youtuber wode maya fights to save his camera at togolese boarder     read more,Negative
yes hes being betting about the bush saa,Negative
today is saturday bra fie medo,Neutral
i stare saa i never trip sef🤣,Positive
are we readylets stream ye na bra by quame saagent,Positive
chelsea signed bra kazim efo  from barcelona deal signed and here we go confirmed it’s all done with chelsea for €m fee plus add on up to €m package 🚨⚪️🔵 omkazim will land in chelsea in few minutes to complete medical testslast minutes are dangerous 😅😅😅,Negative
na goals no wode gye den mo bag anaa😹,Neutral
your  grandfather  wrote  it  for  him  right    kwaasia saa,Negative
the maiden edition of teinucc freshers akwaaba games was successful teinucc     earthquake christianatsu  srwuqtbxxd,Positive
amen and amen me bra🙏🏼  sruudasg,Positive
so bali is not visa free for ghanaians aww yehowa,Negative
landlord pink lase paaa na wahye nu saa nu,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  soikinbyrw,Positive
everyday is a no bra day  lolz,Neutral
efuom a woasigne efuom player nso monma yenda oh,Negative
gari nso ny bad oo,Negative
you can never be nso da,Neutral
deirrr l’m not surprised saa girl nu wabon tu 😹😹,Negative
i can’t write letter nso oo🤣,Negative
bra emma dey bleed oo,Negative
masere saaa😃😃😃😃 comedian koraaa deɛ ɛyɛ ɔkyɛn kɔmedian😃,Neutral
sia ene bra ghana  soeb,Negative
we thank god for a successful program some pictures of the akwaaba games 🔥🔥,Positive
dont expose yourself bra,Positive
yabre mo 🤣💔fear women nso mo girls y  ne 🥲,Negative
lowkey efa nso dea fulham begye beye  o😂  shgdxbxi,Multilingual
excerpts from just ended freshers akwaaba service,No Sentiment
bra kwaw i have been streaming your songs since frankly speaking i dont need nothing from you champ  your lifestyle is just a full motivation and its enough,Positive
me tie saa by wan awa nie atiabanku,No Sentiment
not too fast bra,No Sentiment
scenes from the exhibition debate  at the ghie akwaaba week grammar rhetoric logic  scjhafr,Neutral
😂😂😂eii saa okay,No Sentiment
na araba ne maame na na cheky doo nso erh 😀😀😀😃😃😛😛😛 big ups my captain,Positive
oh bra kojo u come here too,Neutral
herh wode wagyimi too much or you think everything revolves around your tiny brain kc y research nso aa wote ha gyimi,Negative
just bra fie,Positive
what will be the importance of tweeting earlier gimiii saa,Multilingual
there is no difference between a bar and a bra because once those two are open men go crazy now imagine a woman called barbra,Negative
you can do it wode you are now a big man,Positive
wode maya is such blessing person congratulations 🎊 for this beautiful great achievement 💪 🙌   sjysjlufl,Positive
after world cup he chill saa,Positive
ah what is thissika pɛ bɛn nko,Neutral
you will buy and buy nso yn nhu hwee😂😂💔,Negative
wo ball foon na wo boie no wode permier league title ong,Negative
bra ghana 🇬🇭 aswear,No Sentiment
😂😂😂is too early bra kwesi,No Sentiment
pls kalyjay allow me use ur handle to address them kalyjay says mo gyai saa gyimii no lol,Negative
take that culture and shove it up your ass wo brofo ny nso wo pri culture 😂,Negative
lights out sɛn🤦🏾‍♂️,Neutral
ghanaian rapper  reveals he’s taking legal action against  for not properly crediting him on akwaaba he also reveals he doesn’t want to have anything to do with ghanaian producer  full video  stcooectbug,Positive
i want to see wode maya casually dressed in ‘cocoa sack’ and ‘abongo sandals’the ‘chale wati’ is unbearably making too much noise,Negative
na johani ka ho no be yohanechelsea fan de wode bible y den😂,Negative
february be month of love ❤️ nso i no get some 😞😞,Negative
another way of saying akwaaba,Neutral
factos …i remember when i sent a tweet of concern involving my sister in a beauty pageant your platform advertised and guess what…u highlighted everything and she got her solution…i am grateful bra sammy 🙏❤️,Positive
the action wasnt that much bia saa,Neutral
ɛyɛ gyimii na woogyimi and everyone knows trying to reply trash just for people to insult u purchasing a twitter blue just to fool bibinii ankasa deɛ,Negative
matching set ❤️🎀dross size  🎀bra size  c 🎀prizeghc swipe for details 🎈drossbynerty lingerieghana lingerieshopinghana allurebynetti  onlineshoppinh lingerieaddicts bra panties ghanagirls accra kumasi tarkoradi nationwidedelivery,Negative
ei saa then if this year end i go change am,Positive
bless me some bro i comment saa,Neutral
energy from bra,Positive
you have m and m players in your team who have just been in europe just months but you still dislike a player who have settle well in a league that ur team and my team player oh bra dont do that,Neutral
bra so yɛ guy,Positive
i wanted you to follow up on a story for me and you didnt even mind me eeeii annie saa,Negative
new music 💥💥💥bra abonten nii m ft ponobiom x   black,Neutral
some folks just walk straight to the polling station collect the ballot paper and thump print without thinkinggymiii saa 😏,Negative
freshers akwaaba its was amazing and fantastic glory to the living god,Non Twi
slim p beef bra err,No Sentiment
ogidi brown  broken heart produced by bra dondo,Neutral
so what is the problem with blakk rastabibinii nso y nipa o,Neutral
ah ɛyɛ asɛm ooo a referees ineptitude is been justified because of a players socalled mistake ah well,Negative
saa esallcee foc wei,No Sentiment
wodeɛ deɛnkeep spewing negativity on every issue wai,Negative
even nana addo nso p to,Positive
eiish bra p vawulence 🤣,Negative
asɛ ne education no nkɔ akyiri saa anaa me aa 🤔,Negative
akwaaba festival to project ghanaian culture  smu,Positive
it’s free money bra,Neutral
nana akwaaba💪🙏🏽hon queenstar maame pokuah sawyerr on sunday morning paid a courtesy call on the nsaba omanhene nana okreku mintah okese lll the newly installed chief of the nsaba traditional area and nananomnana okreku mintah okese lll in his full regalia🌹,Positive
honored by these dignified personnel at this akwaaba summit and club faircertified engineers by ghie,Positive
saddick adams  african footballwode maya  african youtube,Positive
hahahaha okt you don’t have money 💰 mpo nso u r signing,Negative
saa saa cos business is  business,No Sentiment
wo bɛ ma atɔfo wuo microphone a na ɛyɛ terry bonshaka nsɛm 🎤🕯🕯🕯,Neutral
you’re not the only one who adores bob marley and you’re not wiser than the marley family   nana aba anamoah replies blakk rasta hello  nana aba wo kɔ ka saa y dɛn 🤣🤣🤣,Negative
invite your fellow tipsters to bruh and this time make we the random win some cos we’re beginning to think that this giveaway thing is for a selected few bro cos eiiii   😂😂 wanna drop number saa  gabriel,Negative
bra county side mayn fa adwene 😉,Positive
chale you go tell we the management member then teammate all saa no gyimii no  seqtm,Negative
akwaaba we’re turntabl from ghana and londonchange is here experience the new and improved turntabl and visit out  scdwyhfdt to learn more see you at the revolution turntabl ghana accra africa technology newworld software softwareengineering  skcybgqx,Neutral
so you call the camry and babar shop achievements na wagyimi saa  not your fault cos some client cheap ein body make you see k so you figa you be chairman aboa bi kwa,Neutral
just  days more to the akwaaba nightget ready for a night to remember,Positive
bra wokasa dodo ahhh barima na wokasa saa no  i thought the men left the ranting for the females🙄,Negative
so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa,No Sentiment
